event_type,t_start,t_end,metric,value,severity
phase_cycle,4340,4363,S(t),23,medium
phase_cycle,4399,4407,S(t),8,low
phase_cycle,4401,4409,S(t),8,low
phase_cycle,4440,4463,S(t),23,medium
phase_cycle,4499,4507,S(t),8,low
phase_cycle,4501,4509,S(t),8,low
phase_cycle,4540,4563,S(t),23,medium
phase_cycle,4599,4607,S(t),8,low
phase_cycle,4601,4609,S(t),8,low
phase_cycle,4640,4663,S(t),23,medium
phase_cycle,4699,4707,S(t),8,low
phase_cycle,4701,4709,S(t),8,low
phase_cycle,4740,4763,S(t),23,medium
phase_cycle,4799,4807,S(t),8,low
phase_cycle,4801,4809,S(t),8,low
phase_cycle,4840,4863,S(t),23,medium
phase_cycle,4899,4907,S(t),8,low
phase_cycle,4901,4909,S(t),8,low
phase_cycle,4940,4963,S(t),23,medium
